#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$28795.72	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164412896 >LYNNE LEVITSKY </A>	Pediatric Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	GENOTROPIN;NOVOLOG
$28174.66	<A HREF=https://projects.propublica.org/vital-signs/doctor/1306810007 >MARK CONRAD </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	GELFOAM;THROMBIN;ZYVOX
$27940.52	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700858123 >MAURIZIO FAVA </A>	Psychologist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	OTHER;CHANTIX;VENLAFAXINE;BRINTELLIX;REXULTI
$27795.14	<A HREF=https://projects.propublica.org/vital-signs/doctor/1184614364 >A BENEDICT COSIMI </A>	Surgery	<span style=color:black>626 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	THYMOGLOBULIN;VALCYTE
$27674.97	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538114137 >ANTHONY SAMIR </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	KEYTRUDA
$27469.02	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679672596 >ANNA GREKA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER;NULOJIX;ORENCIA
$26969.61	<A HREF=https://projects.propublica.org/vital-signs/doctor/1104895994 >WILLIAM BRUGGE </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XELJANZ
$26582.94	<A HREF=https://projects.propublica.org/vital-signs/doctor/1033369707 >SCOTT BRANNAN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25759.64	<A HREF=https://projects.propublica.org/vital-signs/doctor/1386844165 >KYLE EBERLIN </A>	Plastic and Reconstructive Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	
$24409.51	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588649560 >MOUSSA MANSOUR </A>	Clinical Cardiac Electrophysiology	<span style=color:black>153 </span>	<span style=color:red>High drug cost</span>	<span style=color:red>Brand-name prescriber</span>	<span style=color:green>Nothing unusual</span>	XELJANZ;BRILINTA;PRADAXA
$24213.03	<A HREF=https://projects.propublica.org/vital-signs/doctor/1073596953 >DAVID MILAN </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SOTALOL IV
$24024.04	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679554042 >STEVEN RUSSELL </A>	Endocrinology, Diabetes & Metabolism	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	
$23897.58	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154303808 >JOSEPH GARASIC </A>	Interventional Cardiology	<span style=color:black>916 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PRADAXA
$23027	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144395179 >JOYCE LIU </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	LYNPARZA
$22559.71	<A HREF=https://projects.propublica.org/vital-signs/doctor/1285607481 >ERIC GRABOWSKI </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	HUMATE-P;ALPROLIX;SOLIRIS;PRADAXA
$22014.46	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144211640 >NATALIA ROST </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	EDOXABAN;FABRAZYME
$21710.93	<A HREF=https://projects.propublica.org/vital-signs/doctor/1073503884 >BOYD THOMPSON </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	KALYDECO
$21487.15	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487827598 >DAN BLENDEA </A>	Internal Medicine	<span style=color:black>557 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Brand-name prescriber</span>	<span style=color:red>Speaking payment</span>	XELJANZ
$21401	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477534725 >JONATHAN PASSERI </A>	Cardiovascular Disease	<span style=color:black>683 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	
$21011.47	<A HREF=https://projects.propublica.org/vital-signs/doctor/1417948316 >LECIA SEQUIST </A>	Medical Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	GILOTRIF;IRESSA
$20888.92	<A HREF=https://projects.propublica.org/vital-signs/doctor/1992932438 >ANUPAM JENA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ENTRESTO;OTHER
$20014.49	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518957604 >TAMARA WEXLER </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	SOLIRIS;PROLIA
$19417.82	<A HREF=https://projects.propublica.org/vital-signs/doctor/1356332639 >YI-BIN CHEN </A>	Hematology & Oncology	<span style=color:black>829 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	JAKAFI;ICLUSIG;SGN35;ENTYVIO;OTHER
$19400.22	<A HREF=https://projects.propublica.org/vital-signs/doctor/1114154606 >LIDA HARIRI </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	OTHER
$19354.24	<A HREF=https://projects.propublica.org/vital-signs/doctor/1356312946 >MATTHEW VANDERHEIDEN </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$19235.69	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700043007 >THOMAS CHA </A>	Orthopaedic Surgery of the Spine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	
$19218.08	<A HREF=https://projects.propublica.org/vital-signs/doctor/1760597728 >HANNA GAGGIN </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	CORLANOR;INJECTAFER
$19216.34	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962488122 >CARL ROSOW </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	RELISTOR
$18840.59	<A HREF=https://projects.propublica.org/vital-signs/doctor/1245435858 >PETER FECCI </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	
$18750	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447231899 >CARY AKINS </A>	Thoracic Surgery (Cardiothoracic Vascular Surgery)	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$18658.22	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649257080 >AHMED TAWAKOL </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	OPSUMIT MACITENTAN
$18642.29	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659350858 >SAMMY ELMARIAH </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$18440	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558352450 >DEBRA GERVAIS </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	KEYTRUDA
$18025.22	<A HREF=https://projects.propublica.org/vital-signs/doctor/1003070327 >PETER PASSIAS </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	FORTEO;BUTRANS;OXYCONTIN
$17942.88	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710959390 >JULES DIENSTAG </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	VIREAD;KEYTRUDA
$17306.98	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437285145 >TOMAS NEILAN </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$17261.39	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568667731 >JOSEPH SCHWAB </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$17180.51	<A HREF=https://projects.propublica.org/vital-signs/doctor/1831189737 >GUS VLAHAKES </A>	Thoracic Surgery (Cardiothoracic Vascular Surgery)	<span style=color:black>217 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$17131.35	<A HREF=https://projects.propublica.org/vital-signs/doctor/1578690921 >MATHIAS LICHTERFELD </A>	Infectious Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	OTHER
$17030.65	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558347047 >DANIEL HAMILOS </A>	Allergy & Immunology	<span style=color:black>783 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	QNASL;KALBITOR;XOLAIR;PROAIR
$17000.71	<A HREF=https://projects.propublica.org/vital-signs/doctor/1841280674 >GREGORY LAUWERS </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	TECFIDERA;PLEGRIDY;XELJANZ
$16534.54	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487613980 >MIGUEL VIDAL </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$16356.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1598741712 >ANDREW TAGER </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	OTHER
$16204.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1871903377 >GUY ROZEN </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$16074.92	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205861598 >ALBERT YOO </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$15978.49	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134327745 >KENNETH ROSENFIELD </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ANGIOMAX
$15923.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1982695169 >ATUL MALHOTRA </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BOTOX;OPSUMIT MACITENTAN
$15846.25	<A HREF=https://projects.propublica.org/vital-signs/doctor/1598967523 >JASON EFSTATHIOU </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	XTANDI;XOFIGO
$15749.32	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447226956 >HADINE JOFFE </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER;BELSOMRA
$15172.86	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508906355 >PRISCILLA BRASTIANOS </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	OTHER;TEMODAR
$14908.93	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467792598 >JOHN KEANEY </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$14584.22	<A HREF=https://projects.propublica.org/vital-signs/doctor/1821227745 >SEBASTIAN UNIZONY </A>	Rheumatology	<span style=color:black>441 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ACTEMRA;LUCENTIS
