#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$1459.13	<A HREF=https://projects.propublica.org/vital-signs/doctor/1366459422 >LORRIANA LEARD </A>	Pulmonary Disease	<span style=color:black>1198 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1447.77	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205009115 >JEFFREY GELFAND </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	TYSABRI
$1407.64	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568488732 >RAJIV SAWHNEY </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1332.79	<A HREF=https://projects.propublica.org/vital-signs/doctor/1952557530 >VINIL SHAH </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1303.32	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548387764 >NICHOLAS FIDELMAN </A>	Vascular & Interventional Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	NEXAVAR
$1256.11	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215171004 >SUNIL SINGH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BRILINTA;ELIQUIS;PRADAXA
$1205.24	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437416591 >JOSEPH OSORIO </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1164.34	<A HREF=https://projects.propublica.org/vital-signs/doctor/1225095748 >JEFFRY SIMKO </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1137.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558677500 >MICHELE ANGERS </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1105.09	<A HREF=https://projects.propublica.org/vital-signs/doctor/1073556908 >PATRICIA SNEED </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1068.96	<A HREF=https://projects.propublica.org/vital-signs/doctor/1033150297 >BENJAMIN YEH </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ISOVUE;VISIPAQUE;OPTISON;OMNISCAN;OMNIPAQUE
$1066.42	<A HREF=https://projects.propublica.org/vital-signs/doctor/1912119629 >JASON GREENBERG </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$1053.77	<A HREF=https://projects.propublica.org/vital-signs/doctor/1932434529 >DAVID LANGE </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XARELTO;ADEMPAS
$927.37	<A HREF=https://projects.propublica.org/vital-signs/doctor/1295931129 >ERIN KARSKI </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$918.73	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649289885 >CHRISTOPHER HESS </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$913.07	<A HREF=https://projects.propublica.org/vital-signs/doctor/1093765752 >FADY MALIK </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ABILIFY MAINTENA;CORLANOR
$882.44	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710963855 >VAN HALBACH </A>	Specialist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$850	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588695472 >LYNDA FRASSETTO </A>	Nephrology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	INVOKANA
$821.12	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538328588 >ALLISON WEBBER </A>	Nephrology	<span style=color:black>1493 </span>	<span style=color:red>High drug cost</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ZORTRESS;NULOJIX;ASTAGRAF XL
$806.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1417248097 >DORIS WANG </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$750	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740415454 >AUDRA BRUNELLE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$728.61	<A HREF=https://projects.propublica.org/vital-signs/doctor/1871756015 >SARA TRUCCO </A>	Pediatric Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$725.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487817383 >DAVID LAO </A>	Cardiovascular Disease	<span style=color:black>1179 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	EFFIENT;OTHER;ELIQUIS
$676.41	<A HREF=https://projects.propublica.org/vital-signs/doctor/1891018776 >ALICE CHAN </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XOLAIR;GRASTEK;CINRYZE
$631.77	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609041847 >DAVID JOHNSON </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$631.77	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235337106 >JAMES HOWARD </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$609.84	<A HREF=https://projects.propublica.org/vital-signs/doctor/1124466743 >KERRI JOHANNSON </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$608.46	<A HREF=https://projects.propublica.org/vital-signs/doctor/1295051928 >RUSHI PARIKH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$607.01	<A HREF=https://projects.propublica.org/vital-signs/doctor/1376520114 >CHRISTOPHER DOWD </A>	Specialist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	OASIS MRI SYSTEM
$592.28	<A HREF=https://projects.propublica.org/vital-signs/doctor/1396761136 >HEATHER LE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	TRADJENTA;XIFAXAN;RENVELA;SOLIRIS;ZOSTAVAX
$547.07	<A HREF=https://projects.propublica.org/vital-signs/doctor/1346426848 >JULIE PHILP </A>	Pediatrics	<span style=color:black>630 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	DIFFERIN;HUMIRA;DESONATE;FINACEA;LEVULAN KERASTICK
$525.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043274319 >MANUEL PARDO </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	REYATAZ;SUSTIVA;ZYVOX;PREVNAR  13;ELIQUIS
$522.67	<A HREF=https://projects.propublica.org/vital-signs/doctor/1104833888 >ANTONIO GOMEZ </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$518.89	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750568168 >MICHAEL TERRY </A>	Plastic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$503.49	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215256391 >LESLIE STARKEY </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	MYCAMINE
$489.69	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235454679 >ROBERT WIRKA </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$487.45	<A HREF=https://projects.propublica.org/vital-signs/doctor/1376681304 >TANNIE HUANG </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ADVATE
$471.86	<A HREF=https://projects.propublica.org/vital-signs/doctor/1285827188 >TIFFANY CHANG </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ERWINAZE
$450.36	<A HREF=https://projects.propublica.org/vital-signs/doctor/1346205168 >JOHN CELLO </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$449.64	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548459282 >NATHAN TEISMANN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$439.93	<A HREF=https://projects.propublica.org/vital-signs/doctor/1578647822 >ANDREW BOYLE </A>	Interventional Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ADEMPAS
$423.15	<A HREF=https://projects.propublica.org/vital-signs/doctor/1093935249 >ZHEN WANG </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	DOTAREM GADOTERATE MEGLUMINE INJECTION
$413.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1821289794 >ALAIN ALGAZI </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	COMETRIQ;ZELBORAF;ERIVEDGE
$383.29	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649321332 >JENSON WONG </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$382.81	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801114095 >KHOA LAM </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SPIRIVA;PRADAXA;ENBREL
$375.14	<A HREF=https://projects.propublica.org/vital-signs/doctor/1346417953 >ALEXANDRA NELSON </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$306.88	<A HREF=https://projects.propublica.org/vital-signs/doctor/1336310101 >SPENCER BEHR </A>	Body Imaging	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$305.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1932122462 >JONATHAN SINGER </A>	Internal Medicine	<span style=color:black>829 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ESBRIET;CRESEMBA;GAMUNEX-C
$286.27	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508191065 >JOSEPH FREEMAN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XARELTO
$285.36	<A HREF=https://projects.propublica.org/vital-signs/doctor/1891720579 >GREGORY MARCUS </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XARELTO
$281.27	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568491660 >GEORGE PASVANKAS </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$277.82	<A HREF=https://projects.propublica.org/vital-signs/doctor/1851322614 >RUTH GOLDSTEIN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$273.88	<A HREF=https://projects.propublica.org/vital-signs/doctor/1386609337 >WILLIAM DILLON </A>	Neuroradiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
